,tweet,media,favorites,sources
1341307516572098560,https://t.co/JTUFPkfvOu,http://pbs.twimg.com/media/Ep1IFDcXYAMiUCP.jpg,1768.0,"http://www.shitpostbot.com/template/cyber-bullying-57b2f862db796
http://www.shitpostbot.com/sourceimage/anime-57efaf01be7b2"
1341239578208985089,https://t.co/32RcNKwEGo,http://pbs.twimg.com/media/Ep0KSgxXYAEtLtN.jpg,884.0,"http://www.shitpostbot.com/template/picasso-aint-dead-580f72c300527
http://www.shitpostbot.com/sourceimage/double-nose-585d13dd757be"
1341043314464833536,https://t.co/KArqJtMJJc,http://pbs.twimg.com/media/EpxXyc_XcAEyzuI.jpg,1657.0,"http://www.shitpostbot.com/template/all-races-human-being-57e18d8d1acc8
http://www.shitpostbot.com/sourceimage/jon-saying-something-57b193f51f0df"
1341035741120524292,https://t.co/4HgfdXBYue,http://pbs.twimg.com/media/EpxQ5odXIAAgYpB.jpg,1262.0,"http://www.shitpostbot.com/template/and-then-theres-me-57f566442e7d3
http://www.shitpostbot.com/sourceimage/pizza-levitation-57b5ec2232d3f"
1340952689853739008,https://t.co/3ES5Dn3Wra,http://pbs.twimg.com/media/EpwFXawXMAAIKb0.jpg,868.0,"http://www.shitpostbot.com/template/the-society-we-live-in-5c9537799467e
http://www.shitpostbot.com/sourceimage/chickenman-57d6264592dc1"
1340529904325173248,https://t.co/gzWFixXcgC,http://pbs.twimg.com/media/EpqE2C_XEAE2eYe.jpg,1416.0,"http://www.shitpostbot.com/template/dicke-balls-57b7bcad25b93
http://www.shitpostbot.com/sourceimage/rambo-mmmmm-58c68d8209cc5"
1340137316229242880,https://t.co/krMeQtHPyI,http://pbs.twimg.com/media/Epkfya2XcAE3mv-.jpg,928.0,"http://www.shitpostbot.com/template/handicapped-memes-58d0eccb154bd
http://www.shitpostbot.com/sourceimage/loss-57b5f9f3946e7"
1340001421350060038,https://t.co/3Xxt9ahxmV,http://pbs.twimg.com/media/EpikMR6XIAEcUMo.jpg,812.0,"http://www.shitpostbot.com/template/date-me-58856a947ac35
http://www.shitpostbot.com/sourceimage/gay-garfield-58a26056ddcd9"
1339888175741882368,https://t.co/xV6x4x5hIL,http://pbs.twimg.com/media/Epg9Mi0W8AE0_7V.jpg,1378.0,"http://www.shitpostbot.com/template/room-on-your-facebook-wall-57b32ecac7881
http://www.shitpostbot.com/sourceimage/zucc-5924b9452ac3e"
1339767373667119104,https://t.co/TjBOScu2lk,http://pbs.twimg.com/media/EpfPU7dWwAAad8P.jpg,1262.0,"http://www.shitpostbot.com/template/hurtful-dog-57f315c453b31
http://www.shitpostbot.com/sourceimage/cop-5a5d166f9eb4e"
1339457838217883648,https://t.co/9lwVqb6gLs,http://pbs.twimg.com/media/Epa1zmIWwAAVi63.jpg,984.0,"http://www.shitpostbot.com/template/jojo-photo-57e0c16581ea0
http://www.shitpostbot.com/sourceimage/this-man-57baf029512ba"
1339261547223330820,https://t.co/YHXPhBEoDr,http://pbs.twimg.com/media/EpYDR9jWMAELhBf.jpg,1217.0,"http://www.shitpostbot.com/template/pregnancy-test-anime-58994f7c1068a
http://www.shitpostbot.com/sourceimage/mc-ride-57b206890490f"
1339238902054445057,https://t.co/6pPxhE12WP,http://pbs.twimg.com/media/EpXur04W8AEgQU-.jpg,1259.0,"http://www.shitpostbot.com/template/sexual-predator-57b2f063a436a
http://www.shitpostbot.com/sourceimage/yukari-meme-58d54ad3d919e"
1339065250625286146,https://t.co/fqhNogJbsU,http://pbs.twimg.com/media/EpVQv_WXMAIcDG9.jpg,1821.0,"http://www.shitpostbot.com/template/her-come-over-57b5fef04c034
http://www.shitpostbot.com/sourceimage/krabs-57b9f3e765f9d"
1338801012103147520,https://t.co/wjWw0r1eIV,http://pbs.twimg.com/media/EpRgbRrXEAEAztO.jpg,1564.0,"http://www.shitpostbot.com/template/the-reds-are-coming-59254a6ad8668
http://www.shitpostbot.com/sourceimage/free-robux-100-legit-589dc97fc55a4"
1338717956478537730,https://t.co/WCgzYh1scy,http://pbs.twimg.com/media/EpQU4zTW8AEIYXM.jpg,3585.0,http://www.shitpostbot.com/template/writing-prompt-57d8cb04921ea
1338544321222553602,https://t.co/HxAoT6Mies,http://pbs.twimg.com/media/EpN295-XIAcLmnn.jpg,2789.0,http://www.shitpostbot.com/template/what-stoners-really-are-57b5a87d0f076
1338144172851785732,https://t.co/NNs0Gj5WcS,http://pbs.twimg.com/media/EpILCMmXUAEZjZi.jpg,894.0,"http://www.shitpostbot.com/template/never-lose-sight-57ea2c7a70376
http://www.shitpostbot.com/sourceimage/nutshack-57d80a773e8ba"
1337985637069299712,https://t.co/nl7wcVePwU,http://pbs.twimg.com/media/EpF62NhXMAAYwsj.jpg,1298.0,"http://www.shitpostbot.com/template/anxiety-57bea0219faad
http://www.shitpostbot.com/sourceimage/egg-57b2e5f6c2456"
1337910145620258816,https://t.co/DFUX8XiKQR,http://pbs.twimg.com/media/EpE2MALXUAQoE2R.jpg,788.0,"http://www.shitpostbot.com/template/dream-57b1e575d0417
http://www.shitpostbot.com/sourceimage/laughing-frank-588d0dff9f2f4"
1337895043252752389,https://t.co/YCqbeuh1yj,http://pbs.twimg.com/media/EpEoc8_WMAgEAgJ.jpg,800.0,"http://www.shitpostbot.com/template/his-smile-58f76f7065d1f
http://www.shitpostbot.com/sourceimage/lemon-leonard-59428077ed015"
1337653452080635908,https://t.co/6ROmcG0s8S,http://pbs.twimg.com/media/EpBMue_XYAEzxLt.jpg,866.0,"http://www.shitpostbot.com/template/when-she-nuts-too-57b2064252f75
http://www.shitpostbot.com/sourceimage/screaming-57c18824d11f8"
1337645892732661761,https://t.co/cGRWeFpfgF,http://pbs.twimg.com/media/EpBF2fhW4AACmvC.jpg,816.0,"http://www.shitpostbot.com/template/bart-cheese-reflection-57bba4ab824d1
http://www.shitpostbot.com/sourceimage/shit-template-detected-57b1fb5f5feb6"
1337555302112251908,https://t.co/1vxRjvjDSZ,http://pbs.twimg.com/media/Eo_zdZ-WEAEhcsB.jpg,858.0,"http://www.shitpostbot.com/template/deeper-57b18738b9dea
http://www.shitpostbot.com/sourceimage/existential-chopped-584b54231e597"
1337238212209741824,https://t.co/DzSGKd9jk6,http://pbs.twimg.com/media/Eo7TEWTWMAIrPx0.jpg,1924.0,"http://www.shitpostbot.com/template/school-shooter-57b209b6a5f69
http://www.shitpostbot.com/sourceimage/waluigi-57b805fcdb16d"
1336928674130653184,https://t.co/0j7XgZMMQU,http://pbs.twimg.com/media/Eo25i3yXMAIx0kz.jpg,2670.0,"http://www.shitpostbot.com/template/we-want-this-nintendo-59efb1ae24063
http://www.shitpostbot.com/sourceimage/rated-599274b296c94"
1336822983076294658,https://t.co/2CYQ2aPVWa,http://pbs.twimg.com/media/Eo1Za14W8AIAM2D.jpg,1770.0,"http://www.shitpostbot.com/template/eye-contact-57ebb4e7584d6
http://www.shitpostbot.com/sourceimage/hatsune-miku-57b5ffa9e9e69"
1336732386550304771,https://t.co/8V1evBRMHM,http://pbs.twimg.com/media/Eo0HBaWXMAIAZNf.jpg,1157.0,"http://www.shitpostbot.com/template/who-the-fuck-is-this-57fa420546edf
http://www.shitpostbot.com/sourceimage/grrsader-59741e2ad8f6f"
1336543635450499072,https://t.co/Gq8ZfLTuM3,http://pbs.twimg.com/media/EoxbWqrW4AM154n.jpg,801.0,"http://www.shitpostbot.com/template/100-years-57b7bdd1aeedf
http://www.shitpostbot.com/sourceimage/lol-597cacbaa2cc2"
1336483241612734464,https://t.co/rfrsx7pVub,http://pbs.twimg.com/media/EowkbSDW8AIzpgu.jpg,1155.0,"http://www.shitpostbot.com/template/the-reds-are-coming-59254a6ad8668
http://www.shitpostbot.com/sourceimage/scooter-59d27eb1c3745"
1336453050081349634,https://t.co/2WUiEkPkZk,http://pbs.twimg.com/media/EowI95_W8Ac7STK.jpg,759.0,"http://www.shitpostbot.com/template/vaccines-57bc514de4a0f
http://www.shitpostbot.com/sourceimage/sad-luigi-5854b8803a392"
1336256743874170880,https://t.co/kFQPoX86x7,http://pbs.twimg.com/media/EotWbXjXIAAScWm.jpg,819.0,"http://www.shitpostbot.com/template/irresistible-to-men-57b5b14b23672
http://www.shitpostbot.com/sourceimage/pennis-transform-57fbfadc8892e"
1336196347393871873,https://t.co/tDxj3FZh9O,http://pbs.twimg.com/media/Eosff2cWEAA8Ti3.jpg,3776.0,"http://www.shitpostbot.com/template/who-im-voting-for-president-5803ea2f14497
http://www.shitpostbot.com/sourceimage/my-name-is-jeff-587e4bd18ddc7"
1335954752396533761,https://t.co/jXYdasWO8c,http://pbs.twimg.com/media/EopDxI1XYAAbRC8.jpg,1132.0,"http://www.shitpostbot.com/template/fine-5879e1df28ba1
http://www.shitpostbot.com/sourceimage/devito-2-57b1da7ac57be"
1335856611433312256,https://t.co/xPmzNMAmzf,http://pbs.twimg.com/media/EonqgmHXIAISyjo.jpg,974.0,"http://www.shitpostbot.com/template/good-fucking-food-59b565ba3a2bb
http://www.shitpostbot.com/sourceimage/the-chef-57ded6ccd3fc0"
1335849054341881856,https://t.co/k7p4CLiQAG,http://pbs.twimg.com/media/EonjouaWMAEUUwH.jpg,1193.0,http://www.shitpostbot.com/template/a-pic-of-your-grandma-57b6016107cf6
1335305477815758848,https://t.co/EpCPFOBmbd,http://pbs.twimg.com/media/Eof1QaRXEAIqWb9.jpg,2117.0,"http://www.shitpostbot.com/template/thank-you-kanye-very-cool-5ae1d0be61b5b
http://www.shitpostbot.com/sourceimage/king-of-cool-59dc01f43eaf0"
1335177141634424832,https://t.co/pGUt8o1jyn,http://pbs.twimg.com/media/EoeAiPsXUAE_KSH.jpg,905.0,"http://www.shitpostbot.com/template/when-you-get-the-job-57fd24274f2f2
http://www.shitpostbot.com/sourceimage/lillie-holding-a-gun-5869c67f5f473"
1335048788055101442,https://t.co/dMN56ZSmvG,http://pbs.twimg.com/media/EocLzFxW4AAXcfM.jpg,1319.0,"http://www.shitpostbot.com/template/when-u-see-ur-crush-flirting-581e42e0470f5
http://www.shitpostbot.com/sourceimage/aftf4-57b8c09939d26"
1334905346473734151,https://t.co/1cDgI8q2hd,http://pbs.twimg.com/media/EoaJVswWEAcp39_.jpg,947.0,"http://www.shitpostbot.com/template/this-man-wants-this-girl-57b1d055139dd
http://www.shitpostbot.com/sourceimage/boxing-santa-589657ea07be1"
1334746799668666368,https://t.co/cCk7LNVT8r,http://pbs.twimg.com/media/EoX5JDcWEAEf9E8.jpg,794.0,"http://www.shitpostbot.com/template/delet-this-57b6ac2a9caaa
http://www.shitpostbot.com/sourceimage/bigbug-57e16dcb8afb7"
1334505202733494272,https://t.co/DmcgJvTjmL,http://pbs.twimg.com/media/EoUdaQ4WEAEzX8l.jpg,1462.0,"http://www.shitpostbot.com/template/your-world-my-world-57da10328369e
http://www.shitpostbot.com/sourceimage/the-star-with-text-57b3a22ef2892"
1334286274669252608,https://t.co/n3yfDpFiXI,http://pbs.twimg.com/media/EoRWS-MW4AM4LLD.jpg,2029.0,"http://www.shitpostbot.com/template/not-a-bot-57b1c9b005e73
http://www.shitpostbot.com/sourceimage/d-57ea23ba23ccf"
1334203216637042688,https://t.co/XbKFf0CW0c,http://pbs.twimg.com/media/EoQKwXGVgAEL0Wc.jpg,769.0,"http://www.shitpostbot.com/template/gorillaz-593d59a1a51c1
http://www.shitpostbot.com/sourceimage/toad-of-all-dime-58d51c4cbfb71"
1333969178592759809,https://t.co/TLBitRgDvZ,http://pbs.twimg.com/media/EoM15i_XMAACTcQ.jpg,1145.0,"http://www.shitpostbot.com/template/female-for-a-day-5b08e616f0b61
http://www.shitpostbot.com/sourceimage/math-lady-586a48c26b3eb"
1333795527519944704,https://t.co/2tP24T707M,http://pbs.twimg.com/media/EoKX9uBVkAQSn8O.jpg,1196.0,"http://www.shitpostbot.com/template/who-is-this-pokemon-57b66fc0320d6
http://www.shitpostbot.com/sourceimage/mm-food-57b1d89260292"
1333682285493833728,https://t.co/Amxh8kAbPQ,http://pbs.twimg.com/media/EoIw-LLXIAEG-ru.jpg,1394.0,"http://www.shitpostbot.com/template/20-selfies-5810dc735cdb4
http://www.shitpostbot.com/sourceimage/luigi-stare-588c959492514"
1333667180991422466,https://t.co/fOpTlIBfuy,http://pbs.twimg.com/media/EoIjO-KXUAEziL4.jpg,802.0,"http://www.shitpostbot.com/template/me-in-100-years-57e0cc3e5a92e
http://www.shitpostbot.com/sourceimage/garfield-smoking-58c3bf733373b"
1333599234411687936,https://t.co/Y2tDqCgiFB,http://pbs.twimg.com/media/EoHlb9kWEAENRYt.jpg,1137.0,"http://www.shitpostbot.com/template/no-succ-57b842fae1cab
http://www.shitpostbot.com/sourceimage/fuck-my-shit-up-57b2e717ad98d"
1333372739118379009,https://t.co/35oNRevwTO,http://pbs.twimg.com/media/EoEXcNDXcAINbS_.jpg,755.0,"http://www.shitpostbot.com/template/imagine-57b2fb91ab46f
http://www.shitpostbot.com/sourceimage/congratulationcancer-587627857e30c"
1333236846206267397,https://t.co/Ekwyxd1czB,http://pbs.twimg.com/media/EoCb2MVXEAE6h5b.jpg,1306.0,"http://www.shitpostbot.com/template/shitpost-person-59da696f3f8f3
http://www.shitpostbot.com/sourceimage/orange-57b229e58cdb5"
1333229296186482689,https://t.co/wkIG571Gr4,http://pbs.twimg.com/media/EoCU-uyW4AAklyL.jpg,1090.0,"http://www.shitpostbot.com/template/this-is-the-cutest-thing-ever-57b69d702de8d
http://www.shitpostbot.com/sourceimage/billy-guitar-57c2a0cc3889d"
1332942403456688131,https://t.co/dUK2Sv4Y4J,http://pbs.twimg.com/media/En-QDXNXUAIZOkr.jpg,879.0,"http://www.shitpostbot.com/template/depression-58ba194f86794
http://www.shitpostbot.com/sourceimage/gangsta-spongebob-57c7d23843b23"
1332919755418820610,https://t.co/xr9f2IJG05,http://pbs.twimg.com/media/En97dF9XYAIZY-K.jpg,785.0,"http://www.shitpostbot.com/template/hidden-content-58ea2fa8a673e
http://www.shitpostbot.com/sourceimage/mus-og-kat-57b1cf331a393"
1332557368811548675,https://t.co/3bMIhOHv7n,http://pbs.twimg.com/media/En4x3a3XUAQl_gC.jpg,848.0,"http://www.shitpostbot.com/template/pull-the-trigger-piglet-57e64e2e7be77
http://www.shitpostbot.com/sourceimage/you-made-the-news-57ee73a6dcbe9"
1332534718185824256,https://t.co/71yFI4q4rB,http://pbs.twimg.com/media/En4dQ9XXMAEUCfX.jpg,1804.0,"http://www.shitpostbot.com/template/when-teacher-leaves-room-57b275fb74aa2
http://www.shitpostbot.com/sourceimage/escape-5961a7ee3d95c"
1332398822803312641,https://t.co/O9UzUvDMQr,http://pbs.twimg.com/media/En2hq0OXYAUGHN7.jpg,1262.0,"http://www.shitpostbot.com/template/ignored-in-goup-chat-57b1e4cf978be
http://www.shitpostbot.com/sourceimage/aku-is-sad-58a898ac08068"
1332300676312014849,https://t.co/paQwqhI8qG,http://pbs.twimg.com/media/En1IZ8jW8AEAitD.jpg,1294.0,"http://www.shitpostbot.com/template/why-im-antisocial-58111e48e8061
http://www.shitpostbot.com/sourceimage/important-5889c0fd0c5a0"
1332262932730744832,https://t.co/3XrgSecVf2,http://pbs.twimg.com/media/En0mE-SXUAE9Ux-.jpg,924.0,"http://www.shitpostbot.com/template/whendad-57b2ab7775b76
http://www.shitpostbot.com/sourceimage/chill-daddio-57c0f93f6ba30"
1332179882206433287,https://t.co/IytiYgcQem,http://pbs.twimg.com/media/EnzaizkXMAEMUgV.jpg,1857.0,"http://www.shitpostbot.com/template/male-body-standards-59dafe9d712b2
http://www.shitpostbot.com/sourceimage/rydernigga-57b1db8f35085
http://www.shitpostbot.com/sourceimage/bootleg-ramiel-587bbf091d7f6"
1332066646446514188,https://t.co/6qRfMmF1Pi,http://pbs.twimg.com/media/EnxzjkQWEAEZoG_.jpg,1159.0,"http://www.shitpostbot.com/template/when-she-doesnt-have-a-dick-580ef0f2906a7
http://www.shitpostbot.com/sourceimage/depressed-adam-587a7727b6f46"
1331998683714433024,https://t.co/qH4GHvlSTI,http://pbs.twimg.com/media/Enw1vqMWEAAv2Xw.jpg,794.0,"http://www.shitpostbot.com/template/fine-5879e1df28ba1
http://www.shitpostbot.com/sourceimage/park-boys-57b391226efb3"
1331779754677194754,https://t.co/R1NdhVcYjk,http://pbs.twimg.com/media/EntuoTcWEAAmcRI.jpg,2527.0,"http://www.shitpostbot.com/template/hl-59409acc4f220
http://www.shitpostbot.com/sourceimage/water-dog-594eaf0079067"
1331568359037693953,https://t.co/qmXPC69I05,http://pbs.twimg.com/media/EnquXeAXYAABpcD.jpg,822.0,"http://www.shitpostbot.com/template/him-57b4c86da864f
http://www.shitpostbot.com/sourceimage/chef-excellence-57b682c9e64ed"
1331485306005098498,https://t.co/9OqbxZhQpb,http://pbs.twimg.com/media/Enpi1JPW4AUWgVQ.jpg,1762.0,"http://www.shitpostbot.com/template/unassigned-seat-57cba31643a9b
http://www.shitpostbot.com/sourceimage/pissed-luigi-59a2ff4e3440c"
1331440004627898368,https://t.co/RmL25o7Z5T,http://pbs.twimg.com/media/Eno5oP2XEAQx6Rp.jpg,843.0,"http://www.shitpostbot.com/template/terrible-57d10875338ef
http://www.shitpostbot.com/sourceimage/let-go-57fa8c7a4059d"
1331326768305811456,https://t.co/VjuRRFcCvw,http://pbs.twimg.com/media/EnnSpAoWEAgXNKL.jpg,769.0,"http://www.shitpostbot.com/template/swag-586edd1f36e8b
http://www.shitpostbot.com/sourceimage/silly-doggo-eat-a-apple-57b1b338145a2"
1331296579161100296,https://t.co/HkyZmq7AGl,http://pbs.twimg.com/media/Enm3LzEXEAEBq-q.jpg,1009.0,"http://www.shitpostbot.com/template/eye-57b2ad06648a0
http://www.shitpostbot.com/sourceimage/biggie-cheese-5843a9da15af4"
1331130473918115841,https://t.co/BGHp1ggZXd,http://pbs.twimg.com/media/EnkgHL-WMAE9oAT.jpg,1253.0,"http://www.shitpostbot.com/template/me-at-19-57b3abbd857b6
http://www.shitpostbot.com/sourceimage/autismo-57c0982e037c6"
1331092724070625280,https://t.co/TryoJcE7lX,http://pbs.twimg.com/media/Enj9x3gXcAE_z2j.jpg,1297.0,"http://www.shitpostbot.com/template/mom-30-minutes-57c6a4ebbd2c3
http://www.shitpostbot.com/sourceimage/adios-57b662b1dbaef"
1330790725412327427,https://t.co/3QZZuZ3h2z,http://pbs.twimg.com/media/EnfrHPOWEAAxkgL.jpg,834.0,"http://www.shitpostbot.com/template/sharp-dressed-57b3350eee45d
http://www.shitpostbot.com/sourceimage/nigel-58d965628b904"
1330518939856728071,https://t.co/01qdtvxO9V,http://pbs.twimg.com/media/Enbz7NhXcAIgaMC.jpg,1603.0,"http://www.shitpostbot.com/template/mendntlkewmnwhoplayonlinegames-58d689fb7947d
http://www.shitpostbot.com/sourceimage/fuck-your-weeb-trash-580d73f5eec40"
1330337746049781763,https://t.co/mgfTIul5RO,http://pbs.twimg.com/media/EnZPIWrXYAIEqeX.jpg,2289.0,"http://www.shitpostbot.com/template/eggman-goggles-5e52d03265a88
http://www.shitpostbot.com/sourceimage/chronic-57b2daeea5163"
1330209402192801794,https://t.co/NWAk0yD9hN,http://pbs.twimg.com/media/EnXaZwiXYAAxwI_.jpg,2060.0,"http://www.shitpostbot.com/template/going2bebeautifulteen-57b1e8addac5b
http://www.shitpostbot.com/sourceimage/mario-64-57cfa2f13b514"
1329960262741450757,https://t.co/lVpAbAKER0,http://pbs.twimg.com/media/EnT3z8MW8AArb_R.jpg,958.0,"http://www.shitpostbot.com/template/another-world-59174c371bd1f
http://www.shitpostbot.com/sourceimage/santa-59c69d097ef53"
1329635618859737090,https://t.co/NjuXNBTqis,http://pbs.twimg.com/media/EnPQjLLXEAAihPz.jpg,753.0,"http://www.shitpostbot.com/template/grandpa-what-was-2016-like-57d21d136f617
http://www.shitpostbot.com/sourceimage/end-capitalism-58a6106a268e1"
1329454430232735751,https://t.co/npsK3F442j,http://pbs.twimg.com/media/EnMrwmcXMAM-3fI.jpg,1259.0,"http://www.shitpostbot.com/template/born-to-die-world-is-a-fuck-57d3839b2e7ca
http://www.shitpostbot.com/sourceimage/charlie-57ec8033947ae"
1329363826387640320,https://t.co/kDhT2KiWc9,http://pbs.twimg.com/media/EnLZWxEW8AAlK1t.jpg,813.0,"http://www.shitpostbot.com/template/do-you-really-want-this-59480daa37994
http://www.shitpostbot.com/sourceimage/bat-pizza-57b9b9c6a3203"
1329310980829048833,https://t.co/TX56oPmANW,http://pbs.twimg.com/media/EnKpSwoXIAE7q-r.jpg,769.0,"http://www.shitpostbot.com/template/vr-57b189cbb9d35
http://www.shitpostbot.com/sourceimage/devito-1-57b1da724e2bb"
1329295881393360900,https://t.co/zTSMI75M9J,http://pbs.twimg.com/media/EnKbj3KXIAEjHIU.jpg,1173.0,"http://www.shitpostbot.com/template/white-mom-grills-chicken-57b4c746b712b
http://www.shitpostbot.com/sourceimage/chestbuster-59775583752ed"
1329054287763296257,https://t.co/ijrHk09sog,http://pbs.twimg.com/media/EnG_1P_WEAExBEO.jpg,1162.0,"http://www.shitpostbot.com/template/alll-day-57cb3e3ac9276
http://www.shitpostbot.com/sourceimage/huh-57d10d17ec033"
1329008986528616449,https://t.co/6iuGvPA1u0,http://pbs.twimg.com/media/EnGWoXUWEAA1OeM.jpg,1175.0,"http://www.shitpostbot.com/template/happy-birthday-twoot-59a3351811e0c
http://www.shitpostbot.com/sourceimage/shrekbodypillow-5898f76a72ad1"
1328933496245596164,https://t.co/xxDV5csdJm,http://pbs.twimg.com/media/EnFR-QQXMAEwiRh.jpg,769.0,"http://www.shitpostbot.com/template/another-world-59174c371bd1f
http://www.shitpostbot.com/sourceimage/garfielf-580189966e885"
1328540904832045057,https://t.co/SjxRCYBkCN,http://pbs.twimg.com/media/Em_s6bjXUAEPdGQ.jpg,1221.0,"http://www.shitpostbot.com/template/when-youre-home-alone-5974f258024c3
http://www.shitpostbot.com/sourceimage/cum-57b9bf5858e91"
1328533349615415296,https://t.co/sslh52WfYE,http://pbs.twimg.com/media/Em_mCqcWMAEZKtz.jpg,799.0,"http://www.shitpostbot.com/template/when-i-say-i-cant-57b5fca68074d
http://www.shitpostbot.com/sourceimage/cheese-57b1d99200392"
1328291766496358404,https://t.co/PdFip9xyOO,http://pbs.twimg.com/media/Em8KUrYXEAAL8cW.jpg,869.0,"http://www.shitpostbot.com/template/top-5-epic-anime-moments-57b20f92b67ae
http://www.shitpostbot.com/sourceimage/stone-mask-599790aa31bcc"
1327891623867510784,https://t.co/bf2yZyQPkc,http://pbs.twimg.com/media/Em2eZTmWMAAxb_E.jpg,751.0,"http://www.shitpostbot.com/template/boomer-5b8b8bd227cd1
http://www.shitpostbot.com/sourceimage/cool-sonic-5845c04567b35"
1327514136901783553,https://t.co/FiyDAKkOeC,http://pbs.twimg.com/media/EmxHErnW4AARRQv.jpg,865.0,"http://www.shitpostbot.com/template/average-face-57b357151d330
http://www.shitpostbot.com/sourceimage/bork-57b1b4248bf4d"
1327468837491585024,https://t.co/RZwOx9l5pi,http://pbs.twimg.com/media/Emwd36oXUAEESDv.jpg,808.0,"http://www.shitpostbot.com/template/when-someone-tries-to-kill-you-57e8b2245ff48
http://www.shitpostbot.com/sourceimage/sedftss-57e3723d3ac79"
1327242347470606337,https://t.co/NpZYrYFunG,http://pbs.twimg.com/media/EmtP4dDXYAEvn7D.jpg,920.0,"http://www.shitpostbot.com/template/a-weapon-to-surpass-metal-gear-57e20ada33927
http://www.shitpostbot.com/sourceimage/billy-guitar-57c2a0cc3889d"
1326985654773932037,https://t.co/zRmnDpZA4n,http://pbs.twimg.com/media/Empma9hW4AEAol-.jpg,997.0,"http://www.shitpostbot.com/template/test01-581a835115948
http://www.shitpostbot.com/sourceimage/real-heaven-57c2380a05834"
1326940358492774400,https://t.co/TxvYBfasHV,http://pbs.twimg.com/media/Emo9OYJWEAQi5XI.jpg,752.0,"http://www.shitpostbot.com/template/no-response-57b85c713d21d
http://www.shitpostbot.com/sourceimage/ducc-57e668d6ee02e"
1326766719755575297,https://t.co/jtvBWfyOq9,http://pbs.twimg.com/media/EmmfTQaXMAA7Obv.jpg,798.0,"http://www.shitpostbot.com/template/i-will-pretend-to-be-your-bf-59993ab8996a7
http://www.shitpostbot.com/sourceimage/casual-cia-57de462598c8c"
1326615717970644992,https://t.co/jShvai2M8E,http://pbs.twimg.com/media/EmkV9zhXcAIwSoJ.jpg,886.0,"http://www.shitpostbot.com/template/torture-method-59a1a99d348d5
http://www.shitpostbot.com/sourceimage/angerybale-57c91eb2380c5"
1326404331063701504,https://t.co/NtlGa9MZCo,http://pbs.twimg.com/media/EmhVtdzXIAEk-Fx.jpg,870.0,"http://www.shitpostbot.com/template/irresistible-to-men-57b5b14b23672
http://www.shitpostbot.com/sourceimage/lucio-harriot-57b71ce5d4795"
1326374125347237889,https://t.co/NzyT3C0Gd0,http://pbs.twimg.com/media/Emg6PQTXUAEPV_9.jpg,751.0,"http://www.shitpostbot.com/template/nsfw-57b8b3de910e3
http://www.shitpostbot.com/sourceimage/transparent-cool-doggo-57e92dda9e298"
1326298627892011014,https://t.co/XRzi5d2RvI,http://pbs.twimg.com/media/Emf1kwAW4AAkgAS.jpg,845.0,"http://www.shitpostbot.com/template/and-you-57b67146631b6
http://www.shitpostbot.com/sourceimage/drugs-2-57ecfd53159c7"
1326185384158564361,https://t.co/4ZFJZZ9UQR,http://pbs.twimg.com/media/EmeOlFnWEAYOhh-.jpg,837.0,"http://www.shitpostbot.com/template/child-molester-58d8552ae1e73
http://www.shitpostbot.com/sourceimage/sameface-580d307b0b638"
1326147639264600064,https://t.co/XgcD5BZlGF,http://pbs.twimg.com/media/EmdsQC1XEAIPC6I.jpg,751.0,"http://www.shitpostbot.com/template/erectile-dysfunction-57b415e842f0c
http://www.shitpostbot.com/sourceimage/thicc-squidward-57b22bead8d9b"
1325958887070167044,https://t.co/3p5yBQXCGZ,http://pbs.twimg.com/media/EmbAlOzXYAAYyZI.jpg,873.0,"http://www.shitpostbot.com/template/my-body-goal-587954ae306b0
http://www.shitpostbot.com/sourceimage/pissed-luigi-59a2ff4e3440c"
1325822997731684354,https://t.co/jtgqflBRgy,http://pbs.twimg.com/media/EmZE_aiXEAIDbp_.jpg,765.0,"http://www.shitpostbot.com/template/fairly-odd-parents-57b5b6dea839f
http://www.shitpostbot.com/sourceimage/otaku-57b29a1e165f5"
1325702199444459520,https://t.co/jmuNgE8247,http://pbs.twimg.com/media/EmXXIBiW4AEQv9h.jpg,876.0,"http://www.shitpostbot.com/template/haters-will-say-its-photoshop-57b2609e73fa2
http://www.shitpostbot.com/sourceimage/baby-fish-head-57b2e46b484fe"
1325619148144201734,https://t.co/X1kF738xX6,http://pbs.twimg.com/media/EmWLl0QW8AA-XaT.jpg,811.0,"http://www.shitpostbot.com/template/when-the-vitamin-gummies-kick-in-57f324cf343d4
http://www.shitpostbot.com/sourceimage/nothing-personnel-kid-582d1e3c357ed"
1325347353218461701,https://t.co/uo1hW2i02L,http://pbs.twimg.com/media/EmSUZRbXMAA9xu7.jpg,755.0,"http://www.shitpostbot.com/template/peeping-tom-telescope-57bcec7c5a916
http://www.shitpostbot.com/sourceimage/bath-time-for-bin-laden-57b5dda8a7f34"
1325143515911909377,https://t.co/Coc98cGlwz,http://pbs.twimg.com/media/EmPbAYkXcAAsQuk.jpg,880.0,"http://www.shitpostbot.com/template/mcdonalds-happy-meal-57d5334a8858a
http://www.shitpostbot.com/sourceimage/comfy-burd-57b1da3c64f1b"
1324992521257316353,https://t.co/rzxt6h83Ui,http://pbs.twimg.com/media/EmNRrVYXIAEr8ko.jpg,806.0,"http://www.shitpostbot.com/template/cocacola-57b1eef897682
http://www.shitpostbot.com/sourceimage/goth-bitch-58cddb30a1386"
